line_number,parent_asin,title,category_depth,category_path,categories_json
23213,B08L3J73FS,Women's Thong Sandal Top Flip Flops for Women Western Daily Slippers Rainbow Size Small (5-6 US) FF-8010-S,5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Flip-Flops","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Flip-Flops""]"
23214,B07D7QL5RB,Fossil Campbell Tote Bag Black,4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Totes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Totes""]"
23215,B07RX2WT21,"LaserGram Rectangle Keychain, High Wing Airplane, Personalized Engraving Included (Black with Silver)",4,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty""]"
23216,B00E4DSBUU,Amazon Collection Men's Stainless Steel Silver-Tone Black Leather Center Design Ring,4,"Clothing, Shoes & Jewelry > Men > Jewelry > Rings","[""Clothing, Shoes & Jewelry"", ""Men"", ""Jewelry"", ""Rings""]"
23217,B07F39ZDQK,"Aranmei Womens Short Sleeve Floral lace Shrug Open Bolero Cardigan(White, X-Large)",5,"Clothing, Shoes & Jewelry > Women > Clothing > Sweaters > Shrugs","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Sweaters"", ""Shrugs""]"
23218,B096DRH5K4,Ayliss Women's Anklet Fishnet Socks Bow Lace Dress Socks Mesh Hollow Out Short Ankle Socks Cute Bowknot Stocking Cosplay,6,"Clothing, Shoes & Jewelry > Women > Clothing > Socks & Hosiery > Socks > Calf Socks","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Socks & Hosiery"", ""Socks"", ""Calf Socks""]"
23219,B0B74NBWVJ,Plush Slipper Socks Women Warm Fuzzy Socks Cozy Soft Fluffy Socks Fleece Sherpa Socks Cute Indoor Cabin Socks Athletic Socks,6,"Clothing, Shoes & Jewelry > Women > Clothing > Socks & Hosiery > Socks > Calf Socks","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Socks & Hosiery"", ""Socks"", ""Calf Socks""]"
23220,B07JYFGHVT,Men's Montauk Polo Shirt-MP-XXL,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Polos","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""Polos""]"
23221,B00272LQFC,soleRebels Women's Rebel Loop Sandal,4,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals""]"
23222,B088D2R415,"Baby Girls Boys Sandals Kid's Cute Lightweight Shoes Summer Premium Cartoon Sandals Children Caterpillar Non-Slip Beach Water Clogs Shoes Garden Slipper(Yellow,5) S21",5,"Clothing, Shoes & Jewelry > Baby > Baby Boys > Shoes > Sandals","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Boys"", ""Shoes"", ""Sandals""]"
23223,B07RLFN5XK,ICE CARATS 925 Sterling Silver Rhod 8 9mm Pink Freshwater Cultured Pearl Cubic Zirconia Cz Necklace Pendant Charm Fine Jewelry For Women Gifts For Her,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces > Pendant Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces"", ""Pendant Necklaces""]"
23224,B0BXJCFRL9,Gzcos Moon Anime Mens Fighter Ryu Cosplay Costume Blue Suit Halloween,2,"Clothing, Shoes & Jewelry > Men's Halloween Costumes","[""Clothing, Shoes & Jewelry"", ""Men's Halloween Costumes""]"
23225,B07BRK51T3,Beluring Vintage Navy Denim Skirt for Women Dark Blue US 16,5,"Clothing, Shoes & Jewelry > Women > Clothing > Skirts > Casual","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Skirts"", ""Casual""]"
23226,B074JK39GR,Crazy Cool Mad Kitty Cat With Glasses Sexy Mustache Whiskers,7,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Tops & Tees > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Tops & Tees"", ""T-Shirts""]"
23227,B00BZ5QSF0,Nickelodeon Teenage Mutant Ninja Turtles Raphael Romper Shell and Headpiece,5,"Clothing, Shoes & Jewelry > Costumes & Accessories > Kids & Baby > Baby > Baby Boys","[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Kids & Baby"", ""Baby"", ""Baby Boys""]"
23228,B07FS9S3Q6,COSKING Yorha No.2 Type B Cosplay Shoes 2B Costume Boots Knee-length High Rough Heels for Halloween,4,"Clothing, Shoes & Jewelry > Costumes & Accessories > Women > Footwear","[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Women"", ""Footwear""]"
23229,B072LW2R4F,CHERRY CHICK Women's Long Down Jacket Winter Coat with Hood,5,"Clothing, Shoes & Jewelry > Women > Clothing > Coats, Jackets & Vests > Down Jackets & Parkas","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Coats, Jackets & Vests"", ""Down Jackets & Parkas""]"
23230,B07BZ5Q9NM,"Cambridge Select Women's Low Top 3D Flower Lace-Up Flatform Fashion Sneaker,9 B(M) US,Rose Gold Patent Pu",3,"Clothing, Shoes & Jewelry > Women > Shoes","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes""]"
23231,B094DQ4JCZ,Semler Women's Dunja - H Loafer,4,"Clothing, Shoes & Jewelry > Women > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Slippers""]"
23232,B07LDCXP95,Santimon Mens Fashion Shoes Casual Dress Tassel Slip on Driving Flats Suede Loafers Black Brown Tan,4,"Clothing, Shoes & Jewelry > Men > Shoes > Loafers & Slip-Ons","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Loafers & Slip-Ons""]"
23233,B097MTHTLX,Women's Fluff Slide Slipper with Elastic band Anti-slip Open Toe Slippers Memory foam Faux Rabbit Fur House Shoes Warm Comfy Slip Indoor Outdoor,4,"Clothing, Shoes & Jewelry > Women > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Slippers""]"
23234,B07B8XHTL3,Women's High Heel Open Toe Ankle Buckle Strap Platform Evening Dress Casual Pump Sandal Shoes,5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Heeled Sandals","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Heeled Sandals""]"
23235,B07S7R3HS6,Yaoyodd19 Retro Style Vintage Women Men Round Circle Metal Spectacles Optical Glasses Eyeglasses Frame Black,5,"Clothing, Shoes & Jewelry > Women > Accessories > Sunglasses & Eyewear Accessories > Eyewear Frames","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Sunglasses & Eyewear Accessories"", ""Eyewear Frames""]"
23236,B07X32KZ6B,"yolsun Mexican Day of The Dead Dress for Kids, Mariachi Costume Dress",5,"Clothing, Shoes & Jewelry > Costumes & Accessories > Kids & Baby > Girls > Costumes","[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Kids & Baby"", ""Girls"", ""Costumes""]"
23237,B082HXQLSV,Lark & Ro Women's Cap Sleeve Bateau Neck Wrap Dress,5,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses > Work","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Work""]"
23238,B08BJ9HNBZ,"Parade of Jewels 925 Sterling Silver Genuine Ruby, Emerald, or Sapphire Heart Pendant Necklace, 18""",5,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces > Pendant Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces"", ""Pendant Necklaces""]"
23239,B00KZJMPTU,PUMA GOLF Men's Golf Tech Short,4,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men","[""Clothing, Shoes & Jewelry"", ""Sport Specific Clothing"", ""Golf"", ""Men""]"
23240,B073XJTW4G,YIRUIYA Men's Winter Snow Boots High Top Warm Walking Sneakers Black/High Top 10 D(M) US,5,"Clothing, Shoes & Jewelry > Boot Shop > Men > Outdoor & Work > Snow & Cold Weather","[""Clothing, Shoes & Jewelry"", ""Boot Shop"", ""Men"", ""Outdoor & Work"", ""Snow & Cold Weather""]"
23241,B07ZJR7NG7,KC HiLiTES Trucker Hat with Yellow Logo,8,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Accessories > Hats & Caps > Baseball Caps","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Accessories"", ""Hats & Caps"", ""Baseball Caps""]"
23242,B07DTG1XLQ,Ultimate Slim Wallet | RFID Blocking Aluminium Credit Card Holder | With complimentary a money clip and luxurious gift box,6,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Card & ID Cases > Business Card Cases","[""Clothing, Shoes & Jewelry"", ""Men"", ""Accessories"", ""Wallets, Card Cases & Money Organizers"", ""Card & ID Cases"", ""Business Card Cases""]"
23243,B0788JWT9J,"TSLA Men's Boost Running Walking Sneakers Performance Shoes, Lightweight Mesh(l513) - Navy, 9.5",5,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Walking","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Walking""]"
23244,B00902G92W,Allegra K Women's Single Breasted Sleeveless Mesh Ruffled Embellished Shirt,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > Blouses & Button-Down Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""Blouses & Button-Down Shirts""]"
23245,B0BMDJGK6C,I Like Them Real Thick and Sprucey Tree Hoodies Sweatshirts,6,"Clothing, Shoes & Jewelry > Novelty & More > Clothing > Novelty > Women > Hoodies","[""Clothing, Shoes & Jewelry"", ""Novelty & More"", ""Clothing"", ""Novelty"", ""Women"", ""Hoodies""]"
23246,B07WJJDHDP,Ariat Female Trouser Mid Rise Stretch Entwined Wide Leg Jean Marine 33,4,"Clothing, Shoes & Jewelry > Women > Clothing > Jeans","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jeans""]"
23247,B0BW5VL1JS,MAIITRIP Unisex Banana Flip Flops for Women Men Cloud Slides Sandals Pillow Non Slip Slippers Bathroom Shower Summer Pool Beach Creative Fruit Shoes,5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Slides","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Slides""]"
23248,B01B3UYLOG,Sperry Top-Sider Men's Striper Ll Cvo Shark Attack Fashion Sneaker,4,"Clothing, Shoes & Jewelry > Men > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Fashion Sneakers""]"
23249,B00JZHIEV6,"Merrell Men's Moab Rover Mid Sneaker Waterproof (13 D(M) US, Kangaroo)",3,"Clothing, Shoes & Jewelry > Men > Shoes","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes""]"
23250,B00WBWZXL6,Beyond Yoga Women's Open Back Tank Top,5,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Active Shirts & Tees""]"
23251,B0182SJ4E4,Georgia Tech Charm | GT Yellow Jackets - Gold Colored Block GT 4-Sided Charm | Officially Licensed Georgia Tech Jewelry | Georgia Tech Ramblin Wreck | GT Jewelry | GT Charms | Stainless Steel,7,"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Charms & Charm Bracelets > Charms > Bead","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Bracelets"", ""Charms & Charm Bracelets"", ""Charms"", ""Bead""]"
23252,B083Z25K72,"Women's Scoop Neck Basic Bodysuits Jumpsuits Cotton Short Sleeve T Shirts Tops(XL,Black)",3,"Clothing, Shoes & Jewelry > Women > Clothing","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing""]"
23253,B00AQFUXTW,Stride Rite Bronco Sneaker (Toddler/Little Kid),4,"Clothing, Shoes & Jewelry > Boys > Shoes > Sneakers","[""Clothing, Shoes & Jewelry"", ""Boys"", ""Shoes"", ""Sneakers""]"
23254,B07TXNGK1G,SHILFID Squeeze Coin Purse Pouch Change Wallet Holder For Men & Women for Airpods earphone bag Handmade Leather Purplepink,5,"Clothing, Shoes & Jewelry > Women > Accessories > Wallets, Card Cases & Money Organizers > Coin Purses & Pouches","[""Clothing, Shoes & Jewelry"", ""Women"", ""Accessories"", ""Wallets, Card Cases & Money Organizers"", ""Coin Purses & Pouches""]"
23255,B08QSFL94N,WEVENI Enamel Alloy Newfoundland Dog Necklace Pendant Docile Pet Jewelry For Women Girls Ladies Nice Gifts,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces > Pendant Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces"", ""Pendant Necklaces""]"
23256,B074RGSJ3K,Minnetonka Silverthorne Thong Womens Sandal,5,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals > Flip-Flops","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals"", ""Flip-Flops""]"
23257,B011FNZ1YK,Beautiful Bead Men's Stainless Steel Dinosaur's Skeleton Shaped Wristband Bangle Novelty Bracelet,4,"Clothing, Shoes & Jewelry > Women > Jewelry > Brooches & Pins","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Brooches & Pins""]"
23258,B009AJTKX0,OLUKAI Heleuma Canvas,4,"Clothing, Shoes & Jewelry > Women > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Fashion Sneakers""]"
23259,B097437T7B,Womens Pajama Sets Waffle Knit Lounge Set Long Sleeve Top and Shorts Pullover Loungewear with Pockets,6,"Clothing, Shoes & Jewelry > Women > Clothing > Lingerie, Sleep & Lounge > Sleep & Lounge > Sets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Lingerie, Sleep & Lounge"", ""Sleep & Lounge"", ""Sets""]"
23260,B083G8ZND4,Warrior 12 Vlad Skull,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""T-Shirts""]"
23261,B002ZVPQ6U,Reef Women's Reef Heart Breaker Sandal,4,"Clothing, Shoes & Jewelry > Women > Shoes > Sandals","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Sandals""]"
23262,B00C77PB4O,"Zenana Outfitters Women's Floral Lace Long Sleeve Sheer Top, Magenta-Small",5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]"
23263,B0846KWKVB,Hanes Boys' Tagless Super Soft Briefs 10-Pack,5,"Clothing, Shoes & Jewelry > Boys > Clothing > Underwear > Briefs","[""Clothing, Shoes & Jewelry"", ""Boys"", ""Clothing"", ""Underwear"", ""Briefs""]"
23264,B01MYZXUUZ,"Orvis Men's Corduroy Collar Cotton Barn Jacket (Tobacco) (Large, Tobacco)",5,"Clothing, Shoes & Jewelry > Men > Clothing > Jackets & Coats > Fleece","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Jackets & Coats"", ""Fleece""]"
23265,B00NC4Y4SA,14k Yellow Gold Double Heart Earrings Ball Button Love Fine Jewelry For Women Gifts For Her,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Ball","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Ball""]"
23266,B0116L9MVO,Mavi Jeans Women's Carlotta Deep Gold Jeans in Sateen Sateen Jeans 30 X 27,4,"Clothing, Shoes & Jewelry > Women > Clothing > Jeans","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Jeans""]"
23267,B002FTP8LK,SOREL - Youth Falcon Ridge II Suede Slippers with Fleece Lining for Kids,4,"Clothing, Shoes & Jewelry > Girls > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Shoes"", ""Slippers""]"
23268,B08QWXBJLV,"Hanes Men's Crew Compression Socks, 2-Pack",5,"Clothing, Shoes & Jewelry > Men > Clothing > Active > Athletic Socks","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Active"", ""Athletic Socks""]"
23269,B01N5V0BL2,MICHAEL Michael Kors Sloan Small Shearling Shoulder Bag,4,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Shoulder Bags","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Shoulder Bags""]"
23270,B01M16NMHD,Van Heusen Men's Big and Tall Flex Slim Fit Stretch Long Sleeve Shirt,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Dress Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""Dress Shirts""]"
23271,B07W65DVQ8,QTMS Kids Waterproof Frosty Snow Boots For Boys Girls Velcro Closure Shoes YT008 Black-34,4,"Clothing, Shoes & Jewelry > Girls > Shoes > Boots","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Shoes"", ""Boots""]"
23272,B095JJRQMQ,"Romanstii Women V Neck Shirts Puff Sleeve Blouse Top Loose Clothes,Navy,XL",2,"Clothing, Shoes & Jewelry > Customers' Most-Loved: Sweaters Under $30 pASIN Test","[""Clothing, Shoes & Jewelry"", ""Customers' Most-Loved: Sweaters Under $30 pASIN Test""]"
23273,B096VHJVNV,UIMOJ Women’ Pullover Sweaters Shirt Crew Neck Long Sleeve Fall and Winter Sweater Pullover for Women,5,"Clothing, Shoes & Jewelry > Women > Clothing > Sweaters > Pullovers","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Sweaters"", ""Pullovers""]"
23274,B00D77ETIM,Levi's Men's Heywood Denim Long Sleeve Shirt,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > Casual Button-Down Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""Casual Button-Down Shirts""]"
23275,B01F7PJUWG,Lesportsac Classic Hobo (Snoopy Shuffle Black),2,"Clothing, Shoes & Jewelry > Luggage & Travel Gear","[""Clothing, Shoes & Jewelry"", ""Luggage & Travel Gear""]"
23276,B076DL7PGD,Coastal Blue Women's One Piece Swimsuit,5,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > One-Pieces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""One-Pieces""]"
23277,B08ZYR7JLK,SANARA Indian Traditional Bollywood Gorgeous 156 pc 12 color Velvet Bangle Box Set Women Wedding Wear Bangle Set,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Bracelets > Bangle","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Bracelets"", ""Bangle""]"
23278,B0063QMZOE,Skechers Performance Women's Go Walk Nice Lace-Up Fashion Sneaker,5,"Clothing, Shoes & Jewelry > Women > Shoes > Athletic > Walking","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Athletic"", ""Walking""]"
23279,B094D9ZSG8,Amoji Garden Shoes Gardening Clogs Print Rubber Plastic Shoes Summer Male Female A1521P Spider Size 9 Women/7 Men,4,"Clothing, Shoes & Jewelry > Women > Shoes > Mules & Clogs","[""Clothing, Shoes & Jewelry"", ""Women"", ""Shoes"", ""Mules & Clogs""]"
23280,B075XKWMBG,KILLREAL Women's Vintage Sleeveless Floral Organza Cocktail Homecoming Dress,5,"Clothing, Shoes & Jewelry > Women > Clothing > Dresses > Cocktail","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Dresses"", ""Cocktail""]"
23281,B091F3G5WF,"adidas Bucket Backpack, Non Dyed White, One Size",4,"Clothing, Shoes & Jewelry > Luggage & Travel Gear > Backpacks > Casual Daypacks","[""Clothing, Shoes & Jewelry"", ""Luggage & Travel Gear"", ""Backpacks"", ""Casual Daypacks""]"
23282,B098NYVYQ8,Name Bracelet Double Plated Heart Nameplate with Tennis Chain Personalized Custom Gold Plated Name Crown Cuff with Any Words Initial Jewelry for Women Girls Unisex,5,"Clothing, Shoes & Jewelry > Girls > Jewelry > Bracelets > Charm","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Jewelry"", ""Bracelets"", ""Charm""]"
23283,B07RZM1FVP,adidas Women's Alphaskin Graphic Tank Top,6,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees > Tank Tops","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Active Shirts & Tees"", ""Tank Tops""]"
23284,B07B493CQ9,FYMNSI Little Girls Cake Smash Costume Baby Girls Polka Dots Birthday Princess Tutu Dress Halloween Carnival Outfits+ Bowknot Headband Hot Pink 3 Years,5,"Clothing, Shoes & Jewelry > Costumes & Accessories > Kids & Baby > Girls > Costumes","[""Clothing, Shoes & Jewelry"", ""Costumes & Accessories"", ""Kids & Baby"", ""Girls"", ""Costumes""]"
23285,B07YTJD6C4,ForeFair Women's Elastic High Waist Elegant Mermaid Bodycon Midi Pencil Skirt,4,"Clothing, Shoes & Jewelry > Women > Clothing > Skirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Skirts""]"
23286,B00PPHLG6U,"Cowboy Bebop: Spike Men's Sublimation T-Shirt, X-Large",5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""T-Shirts""]"
23287,B07P86X919,High Neck Swimsuit Top Ruffled Two Pieces with High Waisted Bottom Tankini Swinsuit,6,"Clothing, Shoes & Jewelry > Women > Clothing > Swimsuits & Cover Ups > Bikinis > Sets","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Swimsuits & Cover Ups"", ""Bikinis"", ""Sets""]"
23288,B0BFT47RG5,Solid 14k Rose Gold Morganite Dangle Lever back Earrings,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Drop & Dangle","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Drop & Dangle""]"
23289,B097T3BKH4,HUSKARY womens Classic,5,"Clothing, Shoes & Jewelry > Women > Clothing > Tops, Tees & Blouses > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Tops, Tees & Blouses"", ""T-Shirts""]"
23290,B00DF11GYU,Fox Men's Evanite Short Sleeve T-Shirt,5,"Clothing, Shoes & Jewelry > Men > Clothing > Shirts > T-Shirts","[""Clothing, Shoes & Jewelry"", ""Men"", ""Clothing"", ""Shirts"", ""T-Shirts""]"
23291,B07WN3KRMG,Levi's® Shoes Stanton Waxed UL NB,4,"Clothing, Shoes & Jewelry > Men > Shoes > Fashion Sneakers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Fashion Sneakers""]"
23292,B00ANY4G44,Lova Jewelry “Aqua Blue Water” Hand-Blown Venetian Murano Glass Necklace,4,"Clothing, Shoes & Jewelry > Women > Jewelry > Necklaces","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Necklaces""]"
23293,B082LNFTK5,Stride Rite Unisex-Child Amita Fashion Boot,4,"Clothing, Shoes & Jewelry > Girls > Shoes > Boots","[""Clothing, Shoes & Jewelry"", ""Girls"", ""Shoes"", ""Boots""]"
23294,B00ESZTAHC,Freewaters GPS Sandal - Men's,4,"Clothing, Shoes & Jewelry > Men > Shoes > Sandals","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Sandals""]"
23295,B0078ZZDC0,Rip Curl Women's Brazil Long Sleeve Lycra Top,5,"Clothing, Shoes & Jewelry > Women > Clothing > Active > Active Shirts & Tees","[""Clothing, Shoes & Jewelry"", ""Women"", ""Clothing"", ""Active"", ""Active Shirts & Tees""]"
23296,B07SKXY2VZ,Coach Crossgrain Leather Large Phone Wallet Clutch F73413 (Black/Gold),5,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Clutches & Evening Bags > Clutches","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Clutches & Evening Bags"", ""Clutches""]"
23297,B014LY96UK,.925 Sterling Silver Celtic Cross Stud Post Earrings,5,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings > Stud","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings"", ""Stud""]"
23298,B006H38BYG,ASICS Mens Gel-Kahana 6,6,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Running > Trail Running","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Running"", ""Trail Running""]"
23299,B003LY4WTC,PUMA Men's Esito XL R HG Soccer Shoe,6,"Clothing, Shoes & Jewelry > Men > Shoes > Athletic > Team Sports > Soccer","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Athletic"", ""Team Sports"", ""Soccer""]"
23300,B07FYFXPSS,Fashion Watch for Men Business Stainless Steel Band Quartz Analog Chronograph Waterproof Sport Wrist Watch,4,"Clothing, Shoes & Jewelry > Women > Watches > Wrist Watches","[""Clothing, Shoes & Jewelry"", ""Women"", ""Watches"", ""Wrist Watches""]"
23301,B08GH2JYBX,Mishansha Men's Comfy Lightweight Slip On Slippers Non-Slip House Shoes for Indoor & Outdoor Use with Fleece Lining Memory Foam Brown,4,"Clothing, Shoes & Jewelry > Men > Shoes > Slippers","[""Clothing, Shoes & Jewelry"", ""Men"", ""Shoes"", ""Slippers""]"
23302,B00SRH98GU,"Pair of Clear Gem Rim Bling Plugs Teardrop Shaped Tunnels Gauges - 7/16 Inch (7/16"" 11mm)",6,"Clothing, Shoes & Jewelry > Women > Jewelry > Body Jewelry > Piercing Jewelry > Tunnels","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Body Jewelry"", ""Piercing Jewelry"", ""Tunnels""]"
23303,B0761SSGNS,Wocharm New Ladies Suede velvet Clutch Bag Handbag Womens Bridal Evening Prom party Christmas,5,"Clothing, Shoes & Jewelry > Women > Handbags & Wallets > Clutches & Evening Bags > Evening Bags","[""Clothing, Shoes & Jewelry"", ""Women"", ""Handbags & Wallets"", ""Clutches & Evening Bags"", ""Evening Bags""]"
23304,B07MLQ9W3V,Boys St Patricks Day Shirt Toddler T-Rex Kids Toddler St Patricks Day Shirt 24M Green,6,"Clothing, Shoes & Jewelry > Baby > Baby Boys > Clothing > Tops > Tees","[""Clothing, Shoes & Jewelry"", ""Baby"", ""Baby Boys"", ""Clothing"", ""Tops"", ""Tees""]"
23305,B0936S4KY5,14K Gold Plated S925 Sterling Silver Post Drop/Dangle Huggie Earrings for Women | Hypoallergenic Dainty Cubic Zirconia Small Earrings Jewelry Graduation Gift for Women,4,"Clothing, Shoes & Jewelry > Women > Jewelry > Earrings","[""Clothing, Shoes & Jewelry"", ""Women"", ""Jewelry"", ""Earrings""]"
