sample_id,scenario_type,turn,disclosed_constraint_count,override_applied,agent_query,latest_message,target_asin,evaluation_mode,latest_message_bm25_rank,stateful_bm25_rank,exact_phrase_rank,field_aware_bm25_rank,dense_rank,hybrid_rrf_rank
public_0114,buying,7,4,True,"Shoes Fashion Sneakers Rubber sole Great go-to shoes with multicolor choice and steady design suitable for all age Take a natural step forward with a clean look, for sure go with your daily t-shirt and jeans, jackets,casual midi dress,any outfit you have Anti slip and durable rubber sole and cushioned insole keeps your balance at all time so you can enjoy any type of activity,walking,playing",I don't have an additional preference for other.,B07H34Z5V6,agent_realistic,6145,1,1,1,17,1
public_0114,buying,8,4,True,"Shoes Fashion Sneakers Rubber sole Great go-to shoes with multicolor choice and steady design suitable for all age Take a natural step forward with a clean look, for sure go with your daily t-shirt and jeans, jackets,casual midi dress,any outfit you have Anti slip and durable rubber sole and cushioned insole keeps your balance at all time so you can enjoy any type of activity,walking,playing",I don't have an additional preference for other.,B07H34Z5V6,agent_realistic,6145,1,1,1,17,1
public_0114,buying,9,4,True,"Shoes Fashion Sneakers Rubber sole Great go-to shoes with multicolor choice and steady design suitable for all age Take a natural step forward with a clean look, for sure go with your daily t-shirt and jeans, jackets,casual midi dress,any outfit you have Anti slip and durable rubber sole and cushioned insole keeps your balance at all time so you can enjoy any type of activity,walking,playing",I don't have an additional preference for other.,B07H34Z5V6,agent_realistic,6145,1,1,1,17,1
public_0114,buying,10,4,True,"Shoes Fashion Sneakers Rubber sole Great go-to shoes with multicolor choice and steady design suitable for all age Take a natural step forward with a clean look, for sure go with your daily t-shirt and jeans, jackets,casual midi dress,any outfit you have Anti slip and durable rubber sole and cushioned insole keeps your balance at all time so you can enjoy any type of activity,walking,playing",I don't have an additional preference for other.,B07H34Z5V6,agent_realistic,6145,1,1,1,17,1
public_0115,browsing,1,0,True,Sleep & Lounge Nightgowns & Sleepshirts,"I'm looking for Sleep & Lounge Nightgowns & Sleepshirts, but I'm still exploring.",B08VWZBYPY,agent_realistic,165,155,113,185,116,145
public_0115,browsing,2,2,True,"Sleep & Lounge Nightgowns & Sleepshirts rayon 95% Rayon, 5% Spandex","For that, what matters is: rayon; 95% Rayon, 5% Spandex.",B08VWZBYPY,agent_realistic,3,45,6,118,3,28
public_0115,browsing,3,4,True,"Sleep & Lounge Nightgowns & Sleepshirts rayon 95% Rayon, 5% Spandex Imported Machine Wash","For that, what matters is: Imported; Machine Wash.",B08VWZBYPY,agent_realistic,166,32,2,117,5,26
public_0115,browsing,4,4,True,"Sleep & Lounge Nightgowns & Sleepshirts rayon 95% Rayon, 5% Spandex Imported Machine Wash",I don't have an additional preference for other.,B08VWZBYPY,agent_realistic,14213,32,2,117,5,26
public_0115,browsing,5,4,True,"Sleep & Lounge Nightgowns & Sleepshirts rayon 95% Rayon, 5% Spandex Imported Machine Wash",I don't have an additional preference for other.,B08VWZBYPY,agent_realistic,14213,32,2,117,5,26
public_0115,browsing,6,4,True,"Sleep & Lounge Nightgowns & Sleepshirts rayon 95% Rayon, 5% Spandex Imported Machine Wash",I don't have an additional preference for other.,B08VWZBYPY,agent_realistic,14213,32,2,117,5,26
public_0115,browsing,7,4,True,"Sleep & Lounge Nightgowns & Sleepshirts rayon 95% Rayon, 5% Spandex Imported Machine Wash",I don't have an additional preference for other.,B08VWZBYPY,agent_realistic,14213,32,2,117,5,26
public_0115,browsing,8,4,True,"Sleep & Lounge Nightgowns & Sleepshirts rayon 95% Rayon, 5% Spandex Imported Machine Wash",I don't have an additional preference for other.,B08VWZBYPY,agent_realistic,14213,32,2,117,5,26
public_0115,browsing,9,4,True,"Sleep & Lounge Nightgowns & Sleepshirts rayon 95% Rayon, 5% Spandex Imported Machine Wash",I don't have an additional preference for other.,B08VWZBYPY,agent_realistic,14213,32,2,117,5,26
public_0115,browsing,10,4,True,"Sleep & Lounge Nightgowns & Sleepshirts rayon 95% Rayon, 5% Spandex Imported Machine Wash",I don't have an additional preference for other.,B08VWZBYPY,agent_realistic,14213,32,2,117,5,26
public_0116,buying,1,1,True,Shoes Fashion Sneakers 100% Canvas,I'm looking for Shoes Fashion Sneakers. A key requirement is: 100% Canvas.,B07S2Y3THP,agent_realistic,11,26,10,485,513,441
public_0116,buying,2,3,True,Shoes Fashion Sneakers 100% Canvas Rubber sole Cushioned Insole for added comfort,"For that, what matters is: Rubber sole; Cushioned Insole for added comfort.",B07S2Y3THP,agent_realistic,4,1,1,78,661,147
public_0116,buying,3,4,True,Shoes Fashion Sneakers 100% Canvas Rubber sole Cushioned Insole for added comfort Canvas Upper,"For that, what matters is: Canvas Upper.",B07S2Y3THP,agent_realistic,4,1,1,44,436,87
public_0116,buying,4,4,True,Shoes Fashion Sneakers 100% Canvas Rubber sole Cushioned Insole for added comfort Canvas Upper,I don't have an additional preference for other.,B07S2Y3THP,agent_realistic,17218,1,1,44,436,87
public_0116,buying,5,4,True,Shoes Fashion Sneakers 100% Canvas Rubber sole Cushioned Insole for added comfort Canvas Upper,I don't have an additional preference for other.,B07S2Y3THP,agent_realistic,17218,1,1,44,436,87
public_0116,buying,6,4,True,Shoes Fashion Sneakers 100% Canvas Rubber sole Cushioned Insole for added comfort Canvas Upper,I don't have an additional preference for other.,B07S2Y3THP,agent_realistic,17218,1,1,44,436,87
public_0116,buying,7,4,True,Shoes Fashion Sneakers 100% Canvas Rubber sole Cushioned Insole for added comfort Canvas Upper,I don't have an additional preference for other.,B07S2Y3THP,agent_realistic,17218,1,1,44,436,87
public_0116,buying,8,4,True,Shoes Fashion Sneakers 100% Canvas Rubber sole Cushioned Insole for added comfort Canvas Upper,I don't have an additional preference for other.,B07S2Y3THP,agent_realistic,17218,1,1,44,436,87
public_0116,buying,9,4,True,Shoes Fashion Sneakers 100% Canvas Rubber sole Cushioned Insole for added comfort Canvas Upper,I don't have an additional preference for other.,B07S2Y3THP,agent_realistic,17218,1,1,44,436,87
public_0116,buying,10,4,True,Shoes Fashion Sneakers 100% Canvas Rubber sole Cushioned Insole for added comfort Canvas Upper,I don't have an additional preference for other.,B07S2Y3THP,agent_realistic,17218,1,1,44,436,87
public_0117,buying,1,1,True,Shoes Slippers Synthetic Rubber sole,I'm looking for Shoes Slippers. A key requirement is: Synthetic Rubber sole.,B07HJ18QRQ,agent_realistic,162,121,6,302,1607,607
public_0117,buying,2,3,True,"Shoes Slippers Synthetic Rubber sole Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees","For that, what matters is: Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail; Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees.",B07HJ18QRQ,agent_realistic,1,1,1,1,61,1
public_0117,buying,3,4,True,"Shoes Slippers Synthetic Rubber sole Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees Podiatrist-designed, biomechanical orthotic footbed with Orthaheel technology and a deep heel cup helps stabilize, support, and realign feet back to their natural position while we","For that, what matters is: Podiatrist-designed, biomechanical orthotic footbed with Orthaheel technology and a deep heel cup helps stabilize, support, and realign feet back to their natural position while we.",B07HJ18QRQ,agent_realistic,1,1,1,1,1,1
public_0117,buying,4,4,True,"Shoes Slippers Synthetic Rubber sole Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees Podiatrist-designed, biomechanical orthotic footbed with Orthaheel technology and a deep heel cup helps stabilize, support, and realign feet back to their natural position while we",I don't have an additional preference for other.,B07HJ18QRQ,agent_realistic,15016,1,1,1,1,1
public_0117,buying,5,4,True,"Shoes Slippers Synthetic Rubber sole Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees Podiatrist-designed, biomechanical orthotic footbed with Orthaheel technology and a deep heel cup helps stabilize, support, and realign feet back to their natural position while we",I don't have an additional preference for other.,B07HJ18QRQ,agent_realistic,15016,1,1,1,1,1
public_0117,buying,6,4,True,"Shoes Slippers Synthetic Rubber sole Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees Podiatrist-designed, biomechanical orthotic footbed with Orthaheel technology and a deep heel cup helps stabilize, support, and realign feet back to their natural position while we",I don't have an additional preference for other.,B07HJ18QRQ,agent_realistic,15016,1,1,1,1,1
public_0117,buying,7,4,True,"Shoes Slippers Synthetic Rubber sole Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees Podiatrist-designed, biomechanical orthotic footbed with Orthaheel technology and a deep heel cup helps stabilize, support, and realign feet back to their natural position while we",I don't have an additional preference for other.,B07HJ18QRQ,agent_realistic,15016,1,1,1,1,1
public_0117,buying,8,4,True,"Shoes Slippers Synthetic Rubber sole Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees Podiatrist-designed, biomechanical orthotic footbed with Orthaheel technology and a deep heel cup helps stabilize, support, and realign feet back to their natural position while we",I don't have an additional preference for other.,B07HJ18QRQ,agent_realistic,15016,1,1,1,1,1
public_0117,buying,9,4,True,"Shoes Slippers Synthetic Rubber sole Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees Podiatrist-designed, biomechanical orthotic footbed with Orthaheel technology and a deep heel cup helps stabilize, support, and realign feet back to their natural position while we",I don't have an additional preference for other.,B07HJ18QRQ,agent_realistic,15016,1,1,1,1,1
public_0117,buying,10,4,True,"Shoes Slippers Synthetic Rubber sole Mule-style slipper, adjustable strap with hook-and-loop closure, silvertone button detail Terrycloth-covered EVA midsole absorbs shock, helping reduce stress on feet, ankles, and knees Podiatrist-designed, biomechanical orthotic footbed with Orthaheel technology and a deep heel cup helps stabilize, support, and realign feet back to their natural position while we",I don't have an additional preference for other.,B07HJ18QRQ,agent_realistic,15016,1,1,1,1,1
public_0118,buying,1,1,True,Bikinis Sets nylon,I'm looking for Bikinis Sets. A key requirement is: nylon.,B09M72C8PG,agent_realistic,56,72,18,336,59,92
public_0118,buying,2,3,True,"Bikinis Sets nylon Nylon,Spandex Imported","For that, what matters is: Nylon,Spandex; Imported.",B09M72C8PG,agent_realistic,350,18,1,222,15,21
public_0118,buying,3,4,True,"Bikinis Sets nylon Nylon,Spandex Imported Straps closure","For that, what matters is: Straps closure.",B09M72C8PG,agent_realistic,761,3,1,103,16,13
public_0118,buying,4,4,True,"Bikinis Sets nylon Nylon,Spandex Imported Straps closure",I don't have an additional preference for other.,B09M72C8PG,agent_realistic,20302,3,1,103,16,13
public_0118,buying,5,4,True,"Bikinis Sets nylon Nylon,Spandex Imported Straps closure",I don't have an additional preference for other.,B09M72C8PG,agent_realistic,20302,3,1,103,16,13
public_0118,buying,6,4,True,"Bikinis Sets nylon Nylon,Spandex Imported Straps closure",I don't have an additional preference for other.,B09M72C8PG,agent_realistic,20302,3,1,103,16,13
public_0118,buying,7,4,True,"Bikinis Sets nylon Nylon,Spandex Imported Straps closure",I don't have an additional preference for other.,B09M72C8PG,agent_realistic,20302,3,1,103,16,13
public_0118,buying,8,4,True,"Bikinis Sets nylon Nylon,Spandex Imported Straps closure",I don't have an additional preference for other.,B09M72C8PG,agent_realistic,20302,3,1,103,16,13
public_0118,buying,9,4,True,"Bikinis Sets nylon Nylon,Spandex Imported Straps closure",I don't have an additional preference for other.,B09M72C8PG,agent_realistic,20302,3,1,103,16,13
public_0118,buying,10,4,True,"Bikinis Sets nylon Nylon,Spandex Imported Straps closure",I don't have an additional preference for other.,B09M72C8PG,agent_realistic,20302,3,1,103,16,13
public_0119,buying,1,1,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin","I'm looking for Handbags & Wallets Top-Handle Bags. A key requirement is: Pvc,Resin.",B0BBLR3QB2,agent_realistic,1,1,1,4,19,4
public_0119,buying,2,3,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin Imported Material: High Quality PVC Material. Made from Natural resin, not plastic","For that, what matters is: Imported; Material: High Quality PVC Material. Made from Natural resin, not plastic.",B0BBLR3QB2,agent_realistic,1,1,1,3,14,3
public_0119,buying,3,4,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin Imported Material: High Quality PVC Material. Made from Natural resin, not plastic Size: <1>Big handbag:26*15*18cm/10.2""*7""*5.9""(Length*Width*Height), handle height:4.3"" <2>Mini handbag :6.7’’(L) x 3.9’’(W) x4.7” (H), handle height :3.15”","For that, what matters is: Size: <1>Big handbag:26*15*18cm/10.2""*7""*5.9""(Length*Width*Height), handle height:4.3"" <2>Mini handbag :6.7’’(L) x 3.9’’(W) x4.7” (H), handle height :3.15”.",B0BBLR3QB2,agent_realistic,1,1,1,1,30,5
public_0119,buying,4,4,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin Imported Material: High Quality PVC Material. Made from Natural resin, not plastic Size: <1>Big handbag:26*15*18cm/10.2""*7""*5.9""(Length*Width*Height), handle height:4.3"" <2>Mini handbag :6.7’’(L) x 3.9’’(W) x4.7” (H), handle height :3.15”",I don't have an additional preference for other.,B0BBLR3QB2,agent_realistic,17849,1,1,1,30,5
public_0119,buying,5,4,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin Imported Material: High Quality PVC Material. Made from Natural resin, not plastic Size: <1>Big handbag:26*15*18cm/10.2""*7""*5.9""(Length*Width*Height), handle height:4.3"" <2>Mini handbag :6.7’’(L) x 3.9’’(W) x4.7” (H), handle height :3.15”",I don't have an additional preference for other.,B0BBLR3QB2,agent_realistic,17849,1,1,1,30,5
public_0119,buying,6,4,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin Imported Material: High Quality PVC Material. Made from Natural resin, not plastic Size: <1>Big handbag:26*15*18cm/10.2""*7""*5.9""(Length*Width*Height), handle height:4.3"" <2>Mini handbag :6.7’’(L) x 3.9’’(W) x4.7” (H), handle height :3.15”",I don't have an additional preference for other.,B0BBLR3QB2,agent_realistic,17849,1,1,1,30,5
public_0119,buying,7,4,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin Imported Material: High Quality PVC Material. Made from Natural resin, not plastic Size: <1>Big handbag:26*15*18cm/10.2""*7""*5.9""(Length*Width*Height), handle height:4.3"" <2>Mini handbag :6.7’’(L) x 3.9’’(W) x4.7” (H), handle height :3.15”",I don't have an additional preference for other.,B0BBLR3QB2,agent_realistic,17849,1,1,1,30,5
public_0119,buying,8,4,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin Imported Material: High Quality PVC Material. Made from Natural resin, not plastic Size: <1>Big handbag:26*15*18cm/10.2""*7""*5.9""(Length*Width*Height), handle height:4.3"" <2>Mini handbag :6.7’’(L) x 3.9’’(W) x4.7” (H), handle height :3.15”",I don't have an additional preference for other.,B0BBLR3QB2,agent_realistic,17849,1,1,1,30,5
public_0119,buying,9,4,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin Imported Material: High Quality PVC Material. Made from Natural resin, not plastic Size: <1>Big handbag:26*15*18cm/10.2""*7""*5.9""(Length*Width*Height), handle height:4.3"" <2>Mini handbag :6.7’’(L) x 3.9’’(W) x4.7” (H), handle height :3.15”",I don't have an additional preference for other.,B0BBLR3QB2,agent_realistic,17849,1,1,1,30,5
public_0119,buying,10,4,True,"Handbags & Wallets Top-Handle Bags Pvc,Resin Imported Material: High Quality PVC Material. Made from Natural resin, not plastic Size: <1>Big handbag:26*15*18cm/10.2""*7""*5.9""(Length*Width*Height), handle height:4.3"" <2>Mini handbag :6.7’’(L) x 3.9’’(W) x4.7” (H), handle height :3.15”",I don't have an additional preference for other.,B0BBLR3QB2,agent_realistic,17849,1,1,1,30,5
public_0120,browsing,1,0,True,Card Cases & Money Organizers Wallets,"I'm looking for Card Cases & Money Organizers Wallets, but I'm still exploring.",B08GPGX2QG,agent_realistic,337,387,78,39,74,42
public_0120,browsing,2,2,True,Card Cases & Money Organizers Wallets leather color: red,"For that, what matters is: leather; color: red.",B08GPGX2QG,agent_realistic,232,287,92,17,257,57
public_0120,browsing,3,4,True,Card Cases & Money Organizers Wallets leather color: red Leather lining Snap closure,"For that, what matters is: Leather lining; Snap closure.",B08GPGX2QG,agent_realistic,54,128,7,11,250,48
public_0120,browsing,4,4,True,Card Cases & Money Organizers Wallets leather color: red Leather lining Snap closure,I don't have an additional preference for other.,B08GPGX2QG,agent_realistic,1266,128,7,11,250,48
public_0120,browsing,5,4,True,Card Cases & Money Organizers Wallets leather color: red Leather lining Snap closure,I don't have an additional preference for other.,B08GPGX2QG,agent_realistic,1266,128,7,11,250,48
public_0120,browsing,6,4,True,Card Cases & Money Organizers Wallets leather color: red Leather lining Snap closure,I don't have an additional preference for other.,B08GPGX2QG,agent_realistic,1266,128,7,11,250,48
public_0120,browsing,7,4,True,Card Cases & Money Organizers Wallets leather color: red Leather lining Snap closure,I don't have an additional preference for other.,B08GPGX2QG,agent_realistic,1266,128,7,11,250,48
public_0120,browsing,8,4,True,Card Cases & Money Organizers Wallets leather color: red Leather lining Snap closure,I don't have an additional preference for other.,B08GPGX2QG,agent_realistic,1266,128,7,11,250,48
public_0120,browsing,9,4,True,Card Cases & Money Organizers Wallets leather color: red Leather lining Snap closure,I don't have an additional preference for other.,B08GPGX2QG,agent_realistic,1266,128,7,11,250,48
public_0120,browsing,10,4,True,Card Cases & Money Organizers Wallets leather color: red Leather lining Snap closure,I don't have an additional preference for other.,B08GPGX2QG,agent_realistic,1266,128,7,11,250,48
public_0121,browsing,1,0,True,Bras Everyday Bras,"I'm looking for Bras Everyday Bras, but I'm still exploring.",B08HS712ZB,agent_realistic,350,279,219,332,497,419
public_0121,browsing,2,2,True,Bras Everyday Bras nylon color: black,"For that, what matters is: nylon; color: black.",B08HS712ZB,agent_realistic,528,53,66,199,23,43
public_0121,browsing,3,4,True,"Bras Everyday Bras nylon color: black 91.6%Nylon, 8.4%Spandex Classic color: package include 5 pieces lace bralettes for women in 3 classic colors, black, beige and white bralettes are available, you can free to match with different color clo","For that, what matters is: 91.6%Nylon, 8.4%Spandex; Classic color: package include 5 pieces lace bralettes for women in 3 classic colors, black, beige and white bralettes are available, you can free to match with different color clo.",B08HS712ZB,agent_realistic,1,1,1,1,1,1
public_0121,browsing,4,4,True,"Bras Everyday Bras nylon color: black 91.6%Nylon, 8.4%Spandex Classic color: package include 5 pieces lace bralettes for women in 3 classic colors, black, beige and white bralettes are available, you can free to match with different color clo",I don't have an additional preference for other.,B08HS712ZB,agent_realistic,21097,1,1,1,1,1
public_0121,browsing,5,4,True,"Bras Everyday Bras nylon color: black 91.6%Nylon, 8.4%Spandex Classic color: package include 5 pieces lace bralettes for women in 3 classic colors, black, beige and white bralettes are available, you can free to match with different color clo",I don't have an additional preference for other.,B08HS712ZB,agent_realistic,21097,1,1,1,1,1
public_0121,browsing,6,4,True,"Bras Everyday Bras nylon color: black 91.6%Nylon, 8.4%Spandex Classic color: package include 5 pieces lace bralettes for women in 3 classic colors, black, beige and white bralettes are available, you can free to match with different color clo",I don't have an additional preference for other.,B08HS712ZB,agent_realistic,21097,1,1,1,1,1
public_0121,browsing,7,4,True,"Bras Everyday Bras nylon color: black 91.6%Nylon, 8.4%Spandex Classic color: package include 5 pieces lace bralettes for women in 3 classic colors, black, beige and white bralettes are available, you can free to match with different color clo",I don't have an additional preference for other.,B08HS712ZB,agent_realistic,21097,1,1,1,1,1
public_0121,browsing,8,4,True,"Bras Everyday Bras nylon color: black 91.6%Nylon, 8.4%Spandex Classic color: package include 5 pieces lace bralettes for women in 3 classic colors, black, beige and white bralettes are available, you can free to match with different color clo",I don't have an additional preference for other.,B08HS712ZB,agent_realistic,21097,1,1,1,1,1
public_0121,browsing,9,4,True,"Bras Everyday Bras nylon color: black 91.6%Nylon, 8.4%Spandex Classic color: package include 5 pieces lace bralettes for women in 3 classic colors, black, beige and white bralettes are available, you can free to match with different color clo",I don't have an additional preference for other.,B08HS712ZB,agent_realistic,21097,1,1,1,1,1
public_0121,browsing,10,4,True,"Bras Everyday Bras nylon color: black 91.6%Nylon, 8.4%Spandex Classic color: package include 5 pieces lace bralettes for women in 3 classic colors, black, beige and white bralettes are available, you can free to match with different color clo",I don't have an additional preference for other.,B08HS712ZB,agent_realistic,21097,1,1,1,1,1
public_0122,browsing,1,0,True,Women Leggings,"I'm looking for Women Leggings, but I'm still exploring.",B074KJ49F2,agent_realistic,852,312,795,34,45,28
public_0122,browsing,2,2,True,"Women Leggings cotton 75% Cotton, 17% Polyester, 8% Spandex","For that, what matters is: cotton; 75% Cotton, 17% Polyester, 8% Spandex.",B074KJ49F2,agent_realistic,10,1,2,1,5,1
public_0122,browsing,3,4,True,"Women Leggings cotton 75% Cotton, 17% Polyester, 8% Spandex Imported Pull On closure","For that, what matters is: Imported; Pull On closure.",B074KJ49F2,agent_realistic,2327,1,1,1,1,1
public_0122,browsing,4,4,True,"Women Leggings cotton 75% Cotton, 17% Polyester, 8% Spandex Imported Pull On closure",I don't have an additional preference for other.,B074KJ49F2,agent_realistic,15341,1,1,1,1,1
public_0122,browsing,5,4,True,"Women Leggings cotton 75% Cotton, 17% Polyester, 8% Spandex Imported Pull On closure",I don't have an additional preference for other.,B074KJ49F2,agent_realistic,15341,1,1,1,1,1
public_0122,browsing,6,4,True,"Women Leggings cotton 75% Cotton, 17% Polyester, 8% Spandex Imported Pull On closure",I don't have an additional preference for other.,B074KJ49F2,agent_realistic,15341,1,1,1,1,1
public_0122,browsing,7,4,True,"Women Leggings cotton 75% Cotton, 17% Polyester, 8% Spandex Imported Pull On closure",I don't have an additional preference for other.,B074KJ49F2,agent_realistic,15341,1,1,1,1,1
public_0122,browsing,8,4,True,"Women Leggings cotton 75% Cotton, 17% Polyester, 8% Spandex Imported Pull On closure",I don't have an additional preference for other.,B074KJ49F2,agent_realistic,15341,1,1,1,1,1
public_0122,browsing,9,4,True,"Women Leggings cotton 75% Cotton, 17% Polyester, 8% Spandex Imported Pull On closure",I don't have an additional preference for other.,B074KJ49F2,agent_realistic,15341,1,1,1,1,1
public_0122,browsing,10,4,True,"Women Leggings cotton 75% Cotton, 17% Polyester, 8% Spandex Imported Pull On closure",I don't have an additional preference for other.,B074KJ49F2,agent_realistic,15341,1,1,1,1,1
public_0123,intent_override,1,0,False,Hats & Caps Fedoras Buckle closure,I'm looking for Hats & Caps Fedoras. Buckle closure,B07CZ84YFJ,agent_realistic,8,12,1,46,9,10
public_0123,intent_override,2,2,False,"Hats & Caps Fedoras Buckle closure wool 65% Polyester, 35% Wool","For that, what matters is: wool; 65% Polyester, 35% Wool.",B07CZ84YFJ,agent_realistic,2,1,1,3,8,1
public_0123,intent_override,3,2,True,"Hats & Caps Fedoras wool 65% Polyester, 35% Wool","Actually, ignore my earlier preference. What I need is: wool.",B07CZ84YFJ,agent_realistic,502,1,1,16,19,10
public_0123,intent_override,4,4,True,"Hats & Caps Fedoras wool 65% Polyester, 35% Wool Imported Buckle closure","For that, what matters is: Imported; Buckle closure.",B07CZ84YFJ,agent_realistic,218,1,1,3,7,1
public_0123,intent_override,5,4,True,"Hats & Caps Fedoras wool 65% Polyester, 35% Wool Imported Buckle closure",I don't have an additional preference for other.,B07CZ84YFJ,agent_realistic,20978,1,1,3,7,1
public_0123,intent_override,6,4,True,"Hats & Caps Fedoras wool 65% Polyester, 35% Wool Imported Buckle closure",I don't have an additional preference for other.,B07CZ84YFJ,agent_realistic,20978,1,1,3,7,1
public_0123,intent_override,7,4,True,"Hats & Caps Fedoras wool 65% Polyester, 35% Wool Imported Buckle closure",I don't have an additional preference for other.,B07CZ84YFJ,agent_realistic,20978,1,1,3,7,1
public_0123,intent_override,8,4,True,"Hats & Caps Fedoras wool 65% Polyester, 35% Wool Imported Buckle closure",I don't have an additional preference for other.,B07CZ84YFJ,agent_realistic,20978,1,1,3,7,1
public_0123,intent_override,9,4,True,"Hats & Caps Fedoras wool 65% Polyester, 35% Wool Imported Buckle closure",I don't have an additional preference for other.,B07CZ84YFJ,agent_realistic,20978,1,1,3,7,1
public_0123,intent_override,10,4,True,"Hats & Caps Fedoras wool 65% Polyester, 35% Wool Imported Buckle closure",I don't have an additional preference for other.,B07CZ84YFJ,agent_realistic,20978,1,1,3,7,1
public_0124,buying,1,1,True,Hats & Caps Baseball Caps polyester,I'm looking for Hats & Caps Baseball Caps. A key requirement is: polyester.,B07TN1845M,agent_realistic,514,521,70,406,50,125
public_0124,buying,2,3,True,"Hats & Caps Baseball Caps polyester 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal Made in the USA","For that, what matters is: 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal; Made in the USA.",B07TN1845M,agent_realistic,1,1,1,157,37,55
public_0124,buying,3,4,True,"Hats & Caps Baseball Caps polyester 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal Made in the USA Buckle closure","For that, what matters is: Buckle closure.",B07TN1845M,agent_realistic,1730,1,1,150,28,39
public_0124,buying,4,4,True,"Hats & Caps Baseball Caps polyester 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal Made in the USA Buckle closure",I don't have an additional preference for other.,B07TN1845M,agent_realistic,3381,1,1,150,28,39
public_0124,buying,5,4,True,"Hats & Caps Baseball Caps polyester 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal Made in the USA Buckle closure",I don't have an additional preference for other.,B07TN1845M,agent_realistic,3381,1,1,150,28,39
public_0124,buying,6,4,True,"Hats & Caps Baseball Caps polyester 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal Made in the USA Buckle closure",I don't have an additional preference for other.,B07TN1845M,agent_realistic,3381,1,1,150,28,39
public_0124,buying,7,4,True,"Hats & Caps Baseball Caps polyester 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal Made in the USA Buckle closure",I don't have an additional preference for other.,B07TN1845M,agent_realistic,3381,1,1,150,28,39
public_0124,buying,8,4,True,"Hats & Caps Baseball Caps polyester 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal Made in the USA Buckle closure",I don't have an additional preference for other.,B07TN1845M,agent_realistic,3381,1,1,150,28,39
public_0124,buying,9,4,True,"Hats & Caps Baseball Caps polyester 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal Made in the USA Buckle closure",I don't have an additional preference for other.,B07TN1845M,agent_realistic,3381,1,1,150,28,39
public_0124,buying,10,4,True,"Hats & Caps Baseball Caps polyester 52% Polyester, 32% Nylon, 10% EVA, 2% POM, 2% Cotton, 2% Metal Made in the USA Buckle closure",I don't have an additional preference for other.,B07TN1845M,agent_realistic,3381,1,1,150,28,39
public_0125,intent_override,1,0,False,Hats & Caps Baseball Caps HOOK & LOOP CLOSURE: Our hats for women and men feature a strap closure in the back letting you easily adjust the size for a perfect fit,I'm looking for Hats & Caps Baseball Caps. HOOK & LOOP CLOSURE: Our hats for women and men feature a strap closure in the back letting you easily adjust the size for a perfect fit,B07VCYFB5D,agent_realistic,1,1,4,5,1,2
public_0125,intent_override,2,2,False,Hats & Caps Baseball Caps HOOK & LOOP CLOSURE: Our hats for women and men feature a strap closure in the back letting you easily adjust the size for a perfect fit 100% Acrylic Hook and Loop closure,"For that, what matters is: 100% Acrylic; Hook and Loop closure.",B07VCYFB5D,agent_realistic,5,1,4,5,1,2
