path,depth,parent_path,category,product_count,terminal_product_count
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Care Treatments & Dyes > Shoe Care Kits",5,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Care Treatments & Dyes",Shoe Care Kits,3,3
"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Care Treatments & Dyes > Shoe Treatments & Polishes",5,"Clothing, Shoes & Jewelry > Shoe, Jewelry & Watch Accessories > Shoe Care & Accessories > Shoe Care Treatments & Dyes",Shoe Treatments & Polishes,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Boys > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Boys",Jerseys,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Boys > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Boys",Pants,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Men > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Men",Jerseys,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Men > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > American Football > Men",Pants,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball > Boys > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball > Boys",Pants,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball > Men > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball > Men",Jerseys,5,5
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball > Men > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Baseball > Men",Pants,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball > Boys > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball > Boys",Jerseys,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball > Men > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball > Men",Jerseys,5,5
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball > Women > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Basketball > Women",Jerseys,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Boxing > Men > Trunks",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Boxing > Men",Trunks,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cheerleading > Women > Tops",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cheerleading > Women",Tops,6,6
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Boys > Briefs",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Boys",Briefs,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Boys > Jammers",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Boys",Jammers,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Girls > One-Piece Suits",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Girls",One-Piece Suits,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Girls > Two-Piece Suits",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Girls",Two-Piece Suits,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Men > Bodysuits",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Men",Bodysuits,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Men > Briefs",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Men",Briefs,6,6
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Men > Jammers",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Men",Jammers,12,12
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Women > Bodysuits",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Women",Bodysuits,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Women > One-Piece Suits",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Women",One-Piece Suits,45,45
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Women > Two-Piece Suits",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Competitive Swimwear > Women",Two-Piece Suits,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Boys > Gloves",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Boys",Gloves,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Boys > Tights, Pants & Shorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Boys","Tights, Pants & Shorts",1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Girls > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Girls",Jerseys,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Gloves",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men",Gloves,41,41
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Hats & Headwear",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men",Hats & Headwear,4,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men",Jackets,6,6
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men",Jerseys,50,50
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Leg Warmers",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men",Leg Warmers,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Sets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men",Sets,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Tights, Pants & Shorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men","Tights, Pants & Shorts",39,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men > Underwear",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Men",Underwear,5,5
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women > Gloves",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women",Gloves,6,6
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women",Jackets,5,5
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women",Jerseys,19,19
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women > Tights, Pants & Shorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women","Tights, Pants & Shorts",15,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women > Underwear",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Cycling > Women",Underwear,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls > Dresses",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls",Dresses,7,7
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls > Shorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls",Shorts,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls > Skirts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls",Skirts,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls > Tights",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls",Tights,7,7
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls > Tops",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Girls",Tops,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Men > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Men",Pants,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Women > Dresses",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Women",Dresses,14,14
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Women > Skirts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Women",Skirts,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Women > Tights",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Women",Tights,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Women > Tops",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Dance > Women",Tops,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Kids > Breeches",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Kids",Breeches,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Men > Shirts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Men",Shirts,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Women > Breeches",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Women",Breeches,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Women > Shirts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Equestrian Sports > Women",Shirts,7,7
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men > Accessories",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men",Accessories,50,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men",Pants,10,10
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men > Shirts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Men",Shirts,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women > Accessories",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women",Accessories,39,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women",Pants,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women > Shirts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Golf > Women",Shirts,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Gymnastics > Girls > Leotards",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Gymnastics > Girls",Leotards,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men",Jackets,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men",Pants,20,20
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men > Shorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men",Shorts,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men > Socks",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Men",Socks,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Women > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Women",Pants,22,22
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Women > Shorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Women",Shorts,5,5
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Women > Socks",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Hiking & Outdoor Recreation > Women",Socks,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Hockey > Men > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Hockey > Men",Jerseys,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Hockey > Men > Socks",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Hockey > Men",Socks,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating > Girls > Dresses",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating > Girls",Dresses,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating > Women > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating > Women",Jackets,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating > Women > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Ice Skating > Women",Pants,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Jiu-Jitsu > Belts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Jiu-Jitsu",Belts,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Jiu-Jitsu > Sets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Jiu-Jitsu",Sets,6,6
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Karate > Belts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Karate",Belts,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Karate > Bottoms",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Karate",Bottoms,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Karate > Sets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Karate",Sets,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Kung Fu > Sets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Kung Fu",Sets,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Taekwondo > Sets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Martial Arts > Taekwondo",Sets,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Rugby > Men > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Rugby > Men",Jerseys,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Boys > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Boys",Pants,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Girls > Socks",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Girls",Socks,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men > Gloves",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men",Gloves,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men",Jackets,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men",Pants,5,5
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men > Shirts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men",Shirts,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men > Shorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men",Shorts,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men > Socks",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Men",Socks,10,10
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women > Gloves",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women",Gloves,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women",Jackets,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women",Pants,6,6
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women > Shorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women",Shorts,5,5
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women > Socks",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Running > Women",Socks,7,7
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Boys > Bibs & Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Boys",Bibs & Pants,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Boys > Gloves",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Boys",Gloves,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Boys > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Boys",Jackets,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Girls > Bibs & Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Girls",Bibs & Pants,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Girls > Gloves",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Girls",Gloves,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Girls > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Girls",Jackets,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Bibs & Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men",Bibs & Pants,7,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Gloves",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men",Gloves,15,15
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men",Jackets,13,13
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Ski Suits",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men",Ski Suits,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men > Socks",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Men",Socks,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women > Bibs & Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women",Bibs & Pants,8,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women > Gloves",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women",Gloves,10,10
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Skiing > Women",Jackets,20,20
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Boys > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Boys",Jackets,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Boys > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Boys",Pants,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Men > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Men",Jackets,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Men > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Men",Pants,4,4
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Women > Jackets",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Women",Jackets,5,5
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Women > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Snowboarding > Women",Pants,7,7
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Boys > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Boys",Jerseys,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Men > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Men",Jerseys,5,5
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Women > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Soccer & Futsal > Women",Jerseys,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball > Boys > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball > Boys",Jerseys,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball > Girls > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball > Girls",Jerseys,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball > Women > Jerseys",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Softball > Women",Jerseys,3,3
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Girls > Shirts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Girls",Shirts,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Men > Shorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Men",Shorts,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Women > Dresses",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Women",Dresses,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Women > Shirts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Women",Shirts,2,2
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Women > Skirts & Skorts",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Tennis > Women",Skirts & Skorts,1,0
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Men > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Men",Pants,1,1
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Women > Leggings",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Women",Leggings,93,93
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Women > Pants",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Women",Pants,33,33
"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Women > Socks",5,"Clothing, Shoes & Jewelry > Sport Specific Clothing > Yoga > Women",Socks,9,9
"Clothing, Shoes & Jewelry > Toddler Test > Boys > Tops & Tees > Polos",5,"Clothing, Shoes & Jewelry > Toddler Test > Boys > Tops & Tees",Polos,2,2
"Clothing, Shoes & Jewelry > Toddler Test > Boys > Tops & Tees > Tees",5,"Clothing, Shoes & Jewelry > Toddler Test > Boys > Tops & Tees",Tees,24,24
"Clothing, Shoes & Jewelry > Toddler Test > Girls > Tops & Tees > Tanks & Camis",5,"Clothing, Shoes & Jewelry > Toddler Test > Girls > Tops & Tees",Tanks & Camis,1,1
"Clothing, Shoes & Jewelry > Toddler Test > Girls > Tops & Tees > Tees",5,"Clothing, Shoes & Jewelry > Toddler Test > Girls > Tops & Tees",Tees,21,21
"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > Food Service > Aprons",5,"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > Food Service",Aprons,10,10
"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > Food Service > Hats",5,"Clothing, Shoes & Jewelry > Uniforms, Work & Safety > Clothing > Food Service",Hats,5,5
"Clothing, Shoes & Jewelry > Women > Accessories > Gloves & Mittens > Arm Warmers",5,"Clothing, Shoes & Jewelry > Women > Accessories > Gloves & Mittens",Arm Warmers,11,11
"Clothing, Shoes & Jewelry > Women > Accessories > Gloves & Mittens > Cold Weather Gloves",5,"Clothing, Shoes & Jewelry > Women > Accessories > Gloves & Mittens",Cold Weather Gloves,73,73
"Clothing, Shoes & Jewelry > Women > Accessories > Gloves & Mittens > Mittens",5,"Clothing, Shoes & Jewelry > Women > Accessories > Gloves & Mittens",Mittens,12,12
"Clothing, Shoes & Jewelry > Women > Accessories > Hand Fans > Paddle Fans",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hand Fans",Paddle Fans,1,1
"Clothing, Shoes & Jewelry > Women > Accessories > Handbag Accessories > Handbag Hangers",5,"Clothing, Shoes & Jewelry > Women > Accessories > Handbag Accessories",Handbag Hangers,12,12
"Clothing, Shoes & Jewelry > Women > Accessories > Handbag Accessories > Handbag Organizers",5,"Clothing, Shoes & Jewelry > Women > Accessories > Handbag Accessories",Handbag Organizers,20,20
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Balaclavas",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Balaclavas,45,45
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Baseball Caps",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Baseball Caps,95,95
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Berets",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Berets,10,10
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Bomber Hats",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Bomber Hats,5,5
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Bucket Hats",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Bucket Hats,21,21
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Cold Weather Headbands",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Cold Weather Headbands,12,12
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Cowboy Hats",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Cowboy Hats,13,13
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Fedoras",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Fedoras,16,16
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Headbands",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Headbands,55,55
"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps > Newsboy Caps",5,"Clothing, Shoes & Jewelry > Women > Accessories > Hats & Caps",Newsboy Caps,13,13
